text,category,sentiment
giao hàng đóng_gói đẹp . chất_lượng giá tiền,Ship,positive
đẹp . giá tiền kì hài_lòng,Model,positive
"sản_phẩm màu đẹp , y chang hình , bao_bì kỹ , sản_phẩm đủ thoại tốt",Ship,positive
"hàng . máy đẹp . chức_năng hoạt_động tốt . máy tầm 99 % , phụ_kiện đầy_đủ . giao hàng . máy đúng như quảng_cáo . nhân_viên nhiệt_tình . shop chu_đáo thân_thiện . hài_lòng . tặng shop 5 . chúc shop phát_đạt .",Configuration,positive
"shop uy_tín , giao hàng đúng , chất_lượng đúng như quảng_cáo , kiểm_tra máy không lỗi , nhân_viên shop nhiệt_tình vui_vẻ , tận_tâm phục_vụ chuyên_nghiệp , hài_lòng dịch_vụ chon 5sao shop xứng_đáng . 5 * .",Service,positive
"sản_phẩm tốt ! nhắn_tin shop trả_lời , điện_thoại giá sinh_viên như ! máy gọn tiện_lợi . 5 nhó",Service,positive
"sản_phẩm hoàn_hảo , trải nghiệm , chất_lượng đúng như shop quảng_cáo , chức_năng cơ_bản hoạt_động ổn_định , màu_sắc_đẹp chụp ảnh đẹp sắc nét , cấu_hình mạnh , cảm_ứng nhạy , pin bọng oke , vừa_ý , shop uy_tín giao hàng đúng hẹn , phục_vụ chuyên_nghiệp , chế_độ bảo_hành",Ship,positive
"giao hàng gọn , sản_phẩm tốt , pin , mẫu đẹp tiện dung kì hài_lòng",Configuration,positive
"máy đẹp chất_lượng tốt , giá_cả hợp_lý shop phục_vụ tốt nhiệt_tình , chế_độ bảo_hành rõ_ràng , hài_lòng lắm , 5",Model,positive
"giao , hài_lòng . kì hài_lòng",Ship,positive
hàng đẹp giao hàng . ủng_hộ tiki . : d kì hài_lòng,Model,positive
"hàng tốt , máy chạy mượt , pin trâu ! giá . khuyên mua ! kì hài_lòng",Price,positive
chất_lượng hàng lắm shop phát_đạt . !,Ship,positive
"sản_phẩm không tiki sản_xuất không ổn giá tiền chất_lượng sp . tiki giao hàng , sp nguyên niêm_phong không biến_dạng vận_chuyển . tiki sp vsmart joy 4 giá tốt . đóng_gói cẩn_thận dịch_vụ giao hàng tốt . momg hậu_mãi tốt . kì hài_lòng",Model,positive
"máy_đẹp , mượt vẻ sóng hơi yếu . hài_lòng . 5",Performance,positive
"máy đẹp , , chất_lượng tốt , giá_thành ổn , giao hàng , đóng_gói cẩn_thận , kì hài_lòng",Ship,positive
"hàng giao , hãng , tốt . mua tặng củ sạc . giá hợp_lý kì hài_lòng",Price,positive
"hàng ok , nguyên seal , hãng , giao đúng hẹn kì hài_lòng",Genuineness,positive
"giao chậm 1 hiển_thị web máy , ổn , kiểm_tra ngoại quan",Ship,negative
"hài_lòng chất_lượng sản_phẩm , máy đẹp lắm , shop giao hàng , test chức_năng ổn_định , màn_hình đẹp màu_sắc rực_rỡ , cảm_ứng lướt êm mượt , cấu_hình mạnh mạng lướt web phim , liên_minh sướng , đồng_tiền , giới_thiệu",Ship,positive
"pin chai , dung_lượng 2800mah",Configuration,negative
"hàng giao , fullbox giá tốt thị_trường . máy chạy đều ok . hàng hãng an_tâm kì hài_lòng",Genuineness,positive
"giao hàng , cấu_hình tốt , độ bền chờ . kì hài_lòng",Configuration,positive
"mua active 3 tiki hôm 11 / 02 1 như : 1 . bật phát_sóng bật đi bật , lapstop phát_sóng ( test điện_thoại s a10 thay sim 4g không xảy trường_hợp tương_tự ) . 2 . lỗi liên_tục 4g 1 active 3 bật chế_độ 4g không_thể bắt 4g , 3g tệ 2g không bắt , tắt đi bật ( video ) . liên_lạc tổng_đài ( vnp ) vòng 20 ( nghi_ngờ chất_lượng đường truyền vnp. cộng hướng_dẫn tổng_đài , xóa bộ_nhớ đệm máy , soạn data of gửi 888 , data on gửi 8 khởi_động máy sự_cố 4g tốc_độ . cộng test thử live , joy 3 active 3 1 live , joy3 chạy speed test 4 g không active 3 không_thể kết_nối server test tốc_độ . cộng sim 4g s a10 thử không xảy tương_tự , sim active 3 liền xảy lỗi . lỗi liên_tục xảy lặp_đi lặp không hài_lòng sản_phẩm . lỗi 4g",Performance,negative
giao máy không giao sạc kì sạc,Accessories,negative
"tốt lắm , mua lắp điện_thoại cũ kỉ_niệm vui . kì hài_lòng",Other,positive
"sản_phẩm tốt , giao đúng hàng . đóng_gói cẩn_thận . chưa lâu_dài chưa độ bền .",Ship,positive
đổi điện_thoại thoại đk mấy hôm giật lác . vô ứng_dụng đơn_giản . đơ màn_hình . vô 1 ứng_dụng tượng đơ máy xảy thường_xuyên . không hài_lòng,Performance,negative
"máy đẹp lắm shop , chất_lượng đúng như shop quảng_bá , chức_năng cơ_bản ổn_định , màn_hình , màu_sắc_đẹp , cầm máy sướng lắm , , ủng_hộ shop tiếp đơn hàng , ủng_hộ , an_tâm sản_phẩm shop .",Model,positive
"máy đẹp . cấu_hình mạnh_mẽ . game lướt web phim mượt . ứng_dụng chạy êm . vừa_ý hài_lòng , shop giao hàng đúng hẹn đúng như quảng_cáo . duyệt 5 * .",Ship,positive
hình_ảnh tính_chất không minh_hoạ đt tốt _ tầm giá 3tr như mày oke r 😍,Other,positive
"sản_phẩm ok , rẻ giá , hàng xịn mua loại giá kì hài_lòng",Price,positive
"mua ốp lưng không , sài 2 hôm trầy trơn . tặng ốp đi kèm tốt .",Accessories,negative
"hàng đẹp máy chuẩn giá rẻ . shop chu_đáo , dịch_vụ tốt 👍",Service,positive
"đẹp shop , đúng hàng hãng , cấu_hình mạnh , game , lướt web phim đều chạy mượt , camera đều sắt nét , hài_lòng sản_phẩm , shop giao hàng đúng như quảng_cáo , giới_thiệu shop người_thân , bình_chọn shop 5 .",Performance,positive
"giá mềm , đẹp mướt_mát , shipper tiki lịch_sự check kĩ thông_tin mua hàng thanh_toán , chip dòng tuốt năm_ngoái v cấu_hình skin s di_chuyển không mượt_mà không giật , cấu_hình khoẻ re bàn , đẹp , ưng camera cà nhú = ] ] , hài_lòng , cấu_hình khoẻ khoẻ tạm cày mua rog phone = ] tai_nghe tặng kèm nghe không , nghe . chưa quen cập_nhật phần_mềm ổn_định máy nóng , pin 1 tiếng tụt 30 % game 30 % . bù cam ổn , thẻ_nhớ , ok ! ưng lắm",Model,positive
máy ổn ngoại_hình_như hàng .,Model,positive
"màu xanh tím giao màu trắng shop . máy nguyên chưa khui hộp không đúng màu , tư_vấn nhiệt_tình . kì hài_lòng",Model,negative
"hàng , điện_thoại như hình . máy 99 % . cảm_ứng mượt_mà , màn_hình đẹp . chụp hình căng đét , nghe gọi sóng mạnh . web cày game bao mướt . . giá rẻ giá rẻ ngon lắm . lăn_tăn hốt liền .",Configuration,positive
con_lắc kê chưa tốt lắm chưa ổn bi xoay,Accessories,negative
"tiki giao hàng , đóng_gói cẩn_thận , hàng hàng việt nam kì hài_lòng",Genuineness,positive
"máy đẹp , hàng đúng chuẩn , shop uy_tín giao hàng chất_lượng đúng như quảng_bá , giá_cả hợp_lý , máy đẹp , ứng_dụng chạy ổn_định , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , , màu_sắc rực_rỡ , hài_lòng vừa_ý , ủng_hộ shop đơn hàng ,",Configuration,positive
"hàng , nguyên tem samsung hài_lòng , bảo_hành sản_phẩm như , tiki hướng_dẫn , . kì hài_lòng",Genuineness,positive
"mua nexus đẹp , cấu_hình tạm ổn tầm tiền , giao hàng , chủ shop nhiệt_tình . sản_phẩm 5 ủng_hộ shop",Configuration,positive
máy tốt shop tặng bao da 6 * : v,Model,positive
"máy đẹp lắm shop oi , sản_phẩm , test chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng mượt_mà , màu_sắc_đẹp rực_rỡ , chụp ảnh sắt nét , tuyệt_vời , sản_phẩm tác vụ đều tốt mượt_mà , nhân_viên shop nhiệt_tình giao hàng đúng hẹn ,",Ship,positive
đúng mẫu . gói cẩn tem . tiki kì hài_lòng,Ship,positive
hàng nguyên tốt kì hài_lòng,Model,positive
"hàng đóng_gói cẩn_thận , nguyên seal , đúng imei , màn_hình mượt , pin_khỏe . cầm_hơi nhẹ . giá tiền . shop liên_lạc mua .",Configuration,positive
"máy mua , bóc hàng , lắp sim , bật màn_hình 2 sọc lớn màn . chán lỗi màn_hình",Performance,negative
giao . máy như . giới_thiệu bạn_bè,Ship,positive
tiki tuyệt_vời sản_phẩm tốt như mong_đợi giao hàng ưng_ý . thank kì hài_lòng,Other,positive
"sản_phẩm tốt , pin năng tốt mẫu_mã đẹp , giá_cả hợp_lý , nhân_viên shop nhiệt_tình vui_vẻ , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",Service,positive
"giao hàng , đóng_gói cẩn_thận , hàng nguyên seal , mã ll / a. thử 1 ổn , máy chạy mượt , pin khoẻ . kì hài_lòng",Performance,positive
dịch_vụ nhân_viên giao hàng tệ_hại . tiki kém tiki 3 không hài_lòng,Service,negative
"mua hàng điện_thoại cskh tiki kích_hoạt bảo_hành dùm , nhân_viên mã đơn hàng , báo kiểm_tra máy chưa kích_hoạt bảo_hành . bộ_phận cskh tiki làm_việc không . hài_lòng",Service,negative
chất_lượng sản_phẩm giá tiền không đòi_hỏi v,Price,positive
"móc siêu xinh_xắn , tiki giao hàng kì hài_lòng",Other,positive
"giá tốt , giao hàng , đồng_bộ ip cũ nhanh_chóng , ip cũ 16g trống_trải , test camera ổn , chụp ngược night mode chuẩn , chờ mãi màu tím mộng_mơ , đợt đặt_hàng ra_mắt phân_vân rinh vời",Ship,positive
"- giao hàng đầu giao bình_thường chờ một tuần không giao đành gọi báo_hủy giao . - giao oke đúng , giao đủ hàng , niêm_phong cảm_nhận mầu xanh không đẹp lắm trừ kích_hoạt bảo_hành như ?",Other,positive
"điện_thoại đẹp , tốt , chạy mượt , hài_lòng hài_lòng",Model,positive
"giao hàng đúng hẹn , không bóc kiểm_tra shop đóng_gói hàng cẩn_thận . hàng nguyên_vẹn , không trầy_xước . sản_phẩm ổn_định , đầy_đủ phụ_kiện . tuyệt_vời . sơ , đều ok . 👌 không phàn_nàn . 5 s",Performance,positive
kẹp không lắm oke,Other,positive
"kẹp hình , chất_lượng tốt kẹp vẻ sịn sò tốt",Accessories,positive
"hài_lòng sản_phẩm , giao hàng . đóng_gói cẩn_thận . ủng_hộ tiếp shop_nek",Ship,positive
mua loa máy rè . mong tiki giải_quyết giúp rè loa,Accessories,negative
"2 mua . nhu_cầu dạy_học đọc sách . máy bền , cấu_hình ngang dòng máy đắt tiền gấp đôi .",Price,positive
"hàng , kiểm_tra cục sạc , shop nhiệt_tình đền_bù chuyển_khoản mua cục sạc . xài tầm 4h . xài bình_thường tốt , game nóng mau pin . không cập_nhật android 9 khắc_phục tốt không . nhẹ_nhàng oke .",Performance,negative
"hài_lòng sản_phẩm , màn_hình đẹp , mượt , pin kì hài_lòng",Performance,positive
"giao hàng siêu ! hàng hãng , giá tốt . kì hài_lòng",Price,positive
"shop giao hàng chất_lượng tốt , test ứng_dụng hoạt_động ổn_định , màn_hình màu_sắc rực_rỡ như mong_đợi , cảm_ứng nhạy , chụp hình đẹp , đều hài_lòng vừa_ý , shop uy_tín , giao hàng đúng như quảng_cáo , ủng_hộ 10 chất_lượng shop ,",Service,positive
"máy , chưa kích_hoạt . shop kích_hoạt bảo_hành dùm . cám_ơn shop .",Other,positive
"giao hàng . hàng nguyên seal , kích_hoạt 1 . máy dán sẵn màn_hình . kì hài_lòng",Genuineness,positive
"sản_phẩm , nguyên seal , chưa active đẹp . giao hàng không gọi điện_thoại liên_lạc giao hàng . phẩm tốt , giao hàng không gọi giao hàng",Genuineness,positive
"cực_kì tốt , mạnh_mẽ mượt_mà kì hài_lòng",Performance,positive
"máy_đẹp , loa to , sóng_khỏe , pin . hài_lòng hàng",Model,positive
"hàng đóng_gói đẹp , chất_lượng tốt , nhân_viên phục_vụ chu_đáo , shop 5 . ủng_hộ shop , sản_phẩm như mong_đợi , cấu_hình mạnh , game lướt web phim chất_lượng tuyệt_vời , giới_thiệu bạn_bè ủng_hộ shop ,",Performance,positive
"máy chạy mượt , màn_hình to cảm_ứng nhạy , giao hàng hơi",Configuration,positive
giá rẻ mượt_mà . màn_hình nét . oke,Configuration,positive
"máy đẹp đúng 99 % . check 3u tool zin ổn . điện_thoại mượt không lỗi_lầm . máy lock shop tư_vấn nhiệt_tình . máy sim , 4g đầy_đủ . giá tốt tầm giá . chú_ý đóng_hộp đẹp ok . hài_lòng shop .",Model,positive
"shop uy_tín lắm nha anh_em , giao hàng đúng hẹn , sản_phẩm chất_lượng đúng như quảng_cáo , test ứng_dụng hoạt_động tốt , pin hình cảm_ứng nhạy , màu_sắc rực_rỡ , giá_cả hợp_lý , hài_lòng , anh_em mua hàng shop ,",Price,positive
"chuẩn , shop giao hàng chất_lượng đúng quảng_cáo , đúng ứng_dụng ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , chụp hình sướng , mạng lướt web phim mượt lắm , pin trâu_bò lắm chuẩn , vừa_ý lắm , shop 5 ,",Ship,positive
"sản_phẩm đẹp , chất_lượng tốt , hình_ảnh màu đẹp hợp_lý , máy . shop giao sản_phẩm đúng như quảng_cáo . 5 shop",Model,positive
hàng nguyên seal . kích_hoạt bảo_hành . pin hao hơi đủ 1 mua 2 a51_tiki,Genuineness,positive
"dòng note xuất_sắc , máy cài_đặt hơi nóng , pin sụt , tinh_chỉnh , tính_năng , không quảng_cáo , đồng báo , ứng_dụng chạy ngầm , tiêu_hao pin dữ_liệu , máy tuyệt . tiki đợt chương_trình khuyến_mãi hẳn web điện_thoại . máy hẹn giao 6 4 giao . thể so_sánh loại điện_thoại",Ship,positive
"đầu unbox máy pin tụt , lo sạc đủ 1 1 tuần đều ổn , cam đẹp , máy mượt , shipper tận_tâm giao . 5 kì hài_lòng",Configuration,positive
hàng hãng fullbox nguyên niêm_phong chất_lượng như mô_tả kì hài_lòng,Genuineness,positive
máy nguyên niêm_phong giá tốt . giao hàng kì hài_lòng,Ship,positive
"hàng nguyên seal , ful box tiki đóng_gói kỹ , giao hàng kì hài_lòng",Ship,positive
vợ oke kì hài_lòng,Other,positive
"đóng_gói cẩn_thận , sản_phẩm nguyên seal , giao hàng . bước_đầu trải nghiệm sản_phẩm hài_lòng , chất_lượng chờ . sản_phẩm ok . ủng_hộ vin kì hài_lòng",Model,positive
chủ shop nhiệt_tình,Service,positive
"hài_lòng . túi_tiền . hàng không xước , đầy_đủ phụ_kiện kì hài_lòng",Price,positive
củ_sạc không sạc . gọi shop mãi không shop đổi . mua sạc,Accessories,negative
"hình_thức ổn , máy ít xước",Model,positive
"ship , hàng đẹp , nguyên seal , pro , hài_lòng kì hài_lòng",Genuineness,positive
"máy 3 shop , chất_lượng máy tốt lắm , pin bọng ổn , máy đẹp , ứng_dụng hoạt_động tốt , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , shop làm_ăn uy_tín , nhiệt_tình chăm_sóc khách_hàng , chế_độ hậu_mãi rõ_ràng , shop 5 , ok ,",Model,positive
"máy_đẹp , mượt . ít hao pin .",Configuration,positive
máy oke,Model,positive
"máy đẹp , cảm_ứng nhạy chỗ không nhạy lắm , bấm hoài , shop gói hàng siêu kĩ , máy đẹp , , pin okela ❤ ️ ❤ ️ ❤ ️ quà tặng đầy_đủ ❤ ️ ❤ ️ ❤ ️",Configuration,negative
"chất_lượng sản_phẩm tốt giá tiền , giao hàng , nhiệt_tình . ủng_hộ shop , chúc shop làm_ăn phát_đạt ♥ ️",Service,positive
khủng_long tầm giá,Other,positive
"sản_phẩm tốt tầm giá 2 triệu . mua đợt sale 11.1 1 triệu 8 . giao hàng , hàng . máy_đẹp , màn_hình không bám bụi , camera tốt , game mượt . đo antutu 150k . nhược_điểm máy loa hơi rè ram ít . trống 600mb chế_độ chờ ( 700mb trống game ) . mượt pubg tốc chiến . khuyên ram 3 ram 4 , mua ram 2 hơi hối_hận , mua ram 4 sướng hẳn . ram 2 mượt_mà oke đôi_khi lỡ ẩn game đi 1 đóng mất . kì hài_lòng",Performance,positive
"máy ok , mượt_mà màn ok , pin hơi hẻo pin yếu sẵn ngoại_hình 98 % đúng một vết xước mặt lưng xước dăm màn_hình , phụ_kiện tạm .",Performance,positive
"tiki giao hàng , 18h hôm , 10h hôm ship . 10 ổn . mạng , pin tầm 2 , nhu_cầu cơ_bản , không game chưa hiện_tượng giật lag . hiển_thị hình_ảnh hơi tệ âm_thanh không tốt lắm . hài_lòng tầm giá .",Accessories,negative
"hàng nguyên hộp chi đẹp , bước_đầu hài_lòng , oke kì hài_lòng",Model,positive
máy tạm ổn . gọi zalo hìnk ảnk kém lắm . ố vàng,Configuration,negative
"hoàn_thiện , sản_phẩm đẹp màu_sắc rực_rỡ , cấu_hình mạnh_mẽ , chức_năng cơ_bản hoạt_động tốt ổn_định , màn_hình đẹp âm_thanh , cảm_ứng lướt êm nhạy , sản_phẩm hoàn_hảo , shop giao hàng đúng như quảng_cáo , hài_lòng vừa_ý ,",Configuration,positive
"điện_thoại shop bọc không ít chống sốc , vận_chuyển quăng ghê lắm ,",Ship,negative
"mua ip12 mini green 1 sản_phẩm . tikinow giao vòng 2h , đóng_gói kỹ_lưỡng , không ảnh_hưởng hộp . sản_phẩm nguyên niêm_phong chưa bóc , hãng apple , cửa_hàng hàng tiki sẵn hàng giao . giá_cả tạm ổn , không như fpt , tgdd , . kì hài_lòng",Price,positive
"máy đẹp , mượt , xịn , shipper j & t dễ_thương , hướng_dẫn check hộp sản_phẩm thanh_toán",Ship,positive
"máy đẹp lắm , shop giao hàng đúng hẹn , chất_lượng máy đúng như mô_tả , giá_cả hợp_lý tầm , chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình đẹp lắm , hài_lòng vừa_ý , ủng_hộ sản_phẩm giá 5 ,",Configuration,positive
"tin_tưởng hàng giao , thanh_toán online tiện_lợi đỡ tốn đi rẻ thị_trường . tốt",Price,positive
"iphone 12 cầm , không không nhẹ hạ giá tuơng lai , sim mobi vật_lý hơi nóng , sạc pin hơi nóng không chế_độ máy_bay",Price,negative
"mua 2 . hàng nguyên seal , chạy mượt , giá tốt tầm , shop rẻ gian_hàng mạng , đóng_gói tốt . cài rom quốc_tế india hướng_dẫn mạng , rom update hãng bình thương . 2 chờ xiaomi quyền unlock",Performance,positive
"mua cuộc_gọi đều không bấm phím gọi phím tắt , chất_lượng kém hả tiki ? hài_lòng",Performance,negative
"đẹp lắm shop . máy mới_tinh không trầy_xước , màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng cơ_bản ổn_định , cảm_ứng lướt nhẹ_nhàng êm_ái , sản_phẩm hoàn_thiện chi_tiết , giá_cả tầm , nhân_viên hàng shop nhiệt_tình , thân_thiện , hài_lòng vừa_ý sản_phẩm",Configuration,positive
pin kém lắm,Configuration,negative
máy ful gói cẩn_thận . màu trắng ưng . shipeer nhiệt_tình . cẩn_thận,Ship,positive
"sản_phẩm nguyên tem , nguyên seal , đẹp , nhẹ . giá hài_lòng âm_thanh & màn_hình . ảnh chụp chất_lượng ổn . kì hài_lòng",Model,positive
"giao hàng chậm , máy tầm giá ổn , không ổn",Ship,negative
"sản_phẩm đóng_gói , hình y mẫu chưa không ổn_định tốt hk . kì hài_lòng",Ship,positive
"máy ok , hơi lag tẹo giá không dám đòi_hỏi . shop 5 ! 😉",Performance,negative
"không như quảng_cáo , cắm giá đỡ hạn_chế , không yên_tâm một giá tuột dần mất đi lực siết ban_đầu hài_lòng",Other,positive
"đúng như shop quảng_cáo , máy đẹp , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động êm_ái , màn_hình cảm_ứng sắt nét , camera chụp ảnh đẹp cực_kỳ , đáng_giá đồng_tiền bát gạo , hoàn_hảo , shop tâm phục_vụ khách_hàng chuyên_nghiệp , hài_lòng lắm ,",Performance,positive
"máy , đẹp . cảm_ứng tốt . kì hài_lòng",Configuration,positive
"thiết_kế samsung ưng , đơn_giản tinh_tế . ap giá tầm máy oke cấu_hình máy . máy chạy ổn_định a50 3 , rơi_rớt không hề_hấn . mua 3 thế_hệ samsung hài_lòng . hài_lòng .",Price,positive
hàng nguyên niêm_phong giao hàng cskh trừ 1 * hàng ok . hài_lòng 1 tuần trải nghiệm,Service,positive
"shop uy_tín , giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , máy đẹp 99 % , test chức_năng đều ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ như mong_đợi , pin trâu_bò sạc hình mạnh_mẽ mạng lướt web phim game oke , hài_lòng lắm",Performance,positive
"máy đẹp , , chất_lượng tốt , giá_thành ổn , giao hàng , đóng_gói cẩn_thận , kì hài_lòng",Model,positive
"shop giao hàng đúng hẹn , máy đẹp màu_sắc rực_rỡ màn_hình đẹp , âm_thanh , cấu_hình mạnh_mẽ wifi ổn mạng game lướt web phim đều mượt , camera sắt nét chụp ảnh cực đẹp , giá_cả hợp_lý tầm , hài_lòng lắm shop , anh_em an_tâm sản_phẩm shop ,",Price,positive
"sản_phẩm tốt tầm giá nha , nghe gọi chờ , pin trâu vẻ hầm_hố . nokia tầm giá , ngon nha_lòng",Price,positive
"sản_phẩm đúng mô_tả , hộp nguyên không dấu_hiệu tháo . màn_hình mượt nhạy . cầm , nhẹ gọn . giá_trị đúng giá tiền . một nhận_xét đồ bền . kì hài_lòng",Performance,negative
sản_phẩm không đẹp như mong_đợi ổn .,Model,negative
"sản_phẩm đáp_ứng tốt , bất_tiện mún quét vân tháo điện_thoại , mặt không che_kín , chỗ ngón perfect",Other,positive
"sản_phẩm tốt , chất_lượng đúng như shop quảng_bá , chức_năng hoạt_động tốt ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy lướt êm_ái , pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop",Performance,positive
"mua điện_thoại online . giao hàng , hàng nguyên seal , ấn_tượng kì hài_lòng",Configuration,positive
"nửa không lỗi_lầm như . pin tầm 10 tiếng . hệ điều_hành vos 3.0 mượt_mà android gốc . loa to , camera cài gcam google chụp đẹp camera gốc máy , mua hộ hàng việt_nam",Configuration,positive
"máy_mượt , màn_hình đẹp , camera pin tốt . tiki giao hàng đúng .",Model,positive
"giá đỡ cứng_cáp , cầu xoay hơi hạn_chế kì hài_lòng",Accessories,negative
"hôm_nay ipad 4 . hàng_y hình 97 % móp góc chút_xíu , xước nhẹ 1đường máy , ok như , pin 3ngày pin . . phần_mềm trước_mắt ok . ok mua 1máy . đăng quảng_cáo dùm shop . 5 * tư_vấn nhiệt_tình .",Service,positive
mua ! dịch_vụ chăm_sóc khách_hàng tận_tâm,Service,positive
"shop giao hàng đúng hẹn , máy đẹp lắm , chất_lượng tốt như quảng_cáo , test ứng_dụng hoạt_động êm , cảm_ứng nhạy màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng đều hoàn_hảo , , shop đem niềm sản_phẩm shop , 5sao shop ,",Configuration,positive
"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Ship,positive
"shop uy_tín giao hàng đúng hẹn , sản_phẩm_chất_lượng tốt , test ứng_dụng chạy êm , pin hình sắt nét , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đơn hàng , . 👍",Service,positive
"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Service,positive
"máy tạm ổn , mua chưa 1 tuần , thử như . máy chạy , camera bao đỉnh , nhẹ đẹp . tiếc màu trắng nowship q1 40k hàng 2 - 3h . kì hài_lòng",Ship,positive
"sảng phẩm oke chất_lượng lắm , hài_lòng , pin cực_kì trâu , shop làm_việc tốt yên_tâm",Performance,positive
"shop uy_tín , giao sản_phẩm đúng quảng_cáo , pin đúng zin sạc cực_kỳ , giá_cả tầm chất_lượng tốt , hài_lòng an_tâm sản_phẩm shop",Service,positive
"đẹp , shop , sản_phẩm_chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình đẹp cảm_ứng nhạy , lướt êm_ái , cấu_hình mạnh_mẽ , đồng_tiền , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Configuration,positive
"máy tốt , giá ổn , dự_kiến giao 2 6 máy , giao nhanh_chóng tốt giá ổn",Price,positive
"chuẩn nha anh_em , shop giao hàng , chất_lượng đúng như quảng_bá , máy đẹp long_lanh , màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng chạy mượt ổn_định , camera chụp hình tuyệt_vời , sản_phẩm tốt , hài_lòng lắm , shop uy_tín shopee , ủng_hộ ,",Configuration,positive
"hình_thức đẹp ful box ! 64 gb màn_hình đẹp , cấu_hình ổn , cam đẹp tốt tầm giá ! hy_vọng ổn_định !",Model,positive
"mua màu cam tặng mẹ đẹp nha . đt hợp ng cơ_bản . game không mua . màn_hình máy đẹp , cam nịnh mắt cam trung_bình nha . mua đúng đợt không sale 4990k , 200k hơi buồn 😢 kì hài_lòng",Configuration,positive
"hàng hãng , giao , đúng màu , màu xám lam ngọc đẹp . lỗi gmail không thông_báo email , không màn_hình always display on . không chứng_chỉ chống , chống bụi .",Model,positive
"hài_lòng , mượt giao hàng tệ , ngoại_thành hôm hàng , giao tận 5 hôm dự_kiến hah game bao phê , màn ổn viền đen màn giá rẻ , không_thể nhung nét , ổn . trc mua tham_khảo nỏte 8 pro realme 6 không hối_hận , chip mát phê",Configuration,positive
"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Service,positive
đúng sản_phẩm,Other,positive
"gọi video call , góc_quay rộng . giá đỡ gọn_nhẹ , , đòn . hài_lòng . đỡ gọn_nhẹ ,",Other,positive
mua máy sim hotline công_ty . sóng_sánh siêu khoẻ . không ngờ nghe đài_fm . kì hài_lòng,Performance,positive
"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",Service,positive
"giao hàng nhanh_chóng , sản_phẩm đẹp , hãng . đóng_gói cẩn_thận kì hài_lòng",Model,positive
"vui shop , hàng , đt đẹp , bề_ngoài 99 % , test chức_năng chạy mượt lắm , camera sắt nét , game , phim vừa_ý , giới_thiệu bạn_bè người_thân ủng_hộ shop , shop 5 .",Model,positive
"sách hướng_dẫn chữ hình_ảnh , không_thể coi , vui_lòng in cỡ chữ lớn hình_ảnh to 🧐 🧐 🥺",Other,positive
"sản_phẩm mượt . chủ_yếu youtube ok , không phàn_nàn . tiki đóng_gói cẩn_thận . tầm giá",Performance,positive
giao hàng chuẩn kì hài_lòng,Ship,positive
"máy đẹp , bề_ngoài 99 % , test máy ứng_dụng êm , chụp hình phim sắt nét , game lướt web oke , shop giao hàng đúng như quảng_cáo , hài_lòng , giới_thiệu bạn_bè người_thân ủng_hộ shop , bình_chọn shop 5 .",Configuration,positive
nguyên niêm_phong máy hơi nhạy . mua tạm ổn ba_chỉ coi youtube dò vé_số . nv giao hàng thân_thiện . tầm giá ổn . oppo oppo hãng . kì hài_lòng,Ship,positive
