text,category,sentiment
"lưng quần cực_kì mềm_mại , bé mặc không vết hằn . bỉm phân_biệt thuận_tiện mẹ , êm_ái bé . tiki giao hàng , báo 7 giao 4 đi",Quality,positive
"sữa hạn ( 8 ) không báo khách_hàng , shop hãm",Service,negative
ship chậm . hàng tốt,Quality,positive
"mua tiki an_tâm , săn mã giảm_giá , tuyệt_vời tốt ,",Quality,positive
"giao hàng , hàng đủ chuyến . hạn ngon ( sản_xuất quà đẹp bé . kì hài_lòng",Safety,positive
"sữa vón , tan mua mùi không thơm . pha sữa xong nổi váng . không_thể ham rẻ . mua 2 chênh 100k , cảm_giác không đảm_bảo",Quality,negative
giá_thành rẻ chất_lượng oke kì hài_lòng,Price,positive
"sản_phẩm tốt , mùi_vị bé uống , đóng_gói sản_phẩm",Ship,positive
"mua 2 shop . sữa hạn , đóng_gói đẹp . giao hàng",Ship,positive
"tiki giao hàng , phí ship rẻ , cám_ơn ! kì hài_lòng",Ship,positive
"đầu mua s hơi nghi_ngờ giá rẻ , nhìu comment tốt mua thử 3h . hàng check mã ok . , hạn , ủng_hộ shop . .",Safety,positive
"hàng hạn , chuẩn hãng , quà tặng đầy_đủ , giao hàng , hoá_đơn rõ_ràng . ủng_hộ tiki dài_dài !",Genuineness,positive
"tiki giao hàng , dự_kiến giao 2 chủ nhật hàng . hàng chuẩn chất_lượng giá rẻ . kì hài_lòng",Quality,positive
giá tiki rẻ . voucher 50k . 690k 2 bịch tã . 6k hàng cồng_kềnh . ổn mua shopee . tốt giá rẻ,Ship,positive
"date sản_phẩm . giao hàng . , sản_phẩm mùi gắt , bề_mặt tả không mềm_mại . hàng sale chấp_nhận giá miếng . sản_phẩm không mua cửa_hàng , không sản_phẩm không . hàng rẻ mặc không thoải_mái tội lắm . hy_vọng bé mặc không hăm . thất_vọng tiki ! hài_lòng",Quality,negative
tả đẹp quà xinh kì hài_lòng,Quality,positive
shop đóng_gói sữa kỹ . giao hàng . hạn_dùng . giá tốt .,Safety,positive
ok . giao . mua thường_xuyên yên_tâm giá rẻ hàng chuẩn . kì hài_lòng,Ship,positive
"giao hàng , hộp sữa méo , cty không chụp hình , shop chú_ý đóng_gói hàng",Ship,negative
đóng_gói hàng sơ xài . dính dán tùm_lum vỏ lon . chất_lượng sữa tốt .,Quality,positive
"đóng_gói giao hàng , sản_phẩm nhập_khẩu hãng , dán gợi_ý tiếng việt .",Ship,positive
bỉm ưng_ý . mua kèm bỉm cao_cấp quà tặng kì hài_lòng,Quality,positive
sản_phẩm tốt giao hàng đóng_gói tốt mua hàng nha,Ship,positive
"tốt , giao hàng ! ủng_hộ tiki tương_lai kì hài_lòng",Quality,positive
vgiao hàng tận nhanh_chóng du hàng uy_tín chất_lượng kì hài_lòng,Ship,positive
"đóng_gói sản_phẩm , shop phục_vụ tốt , chất_lượng sản_phẩm ok !",Quality,positive
giao hàng . đóng_gói cẩn_thận . mk mua . hàng chuẩn,Ship,positive
mua hàng 2 shop . giao hàng . shop nhiệt_tình .,Ship,positive
mua shop . đóng_gói kĩ . hàng nhiệt_tình,Service,positive
giá tốt . đóng_gói cẩn_thận giao . ủng_hộ tiki kì hài_lòng,Price,positive
giao hàng,Ship,positive
"giao hàng nhanh_chóng , đóng_gói cẩn_thận , săn sale rẻ , hàng tốt",Quality,positive
hàng mẫu lon không móp ok mua giá xu .,Ship,positive
"shop giao hàng , đóng_gói cẩn_thận . date 202 đủ tem nguyên hộp",Genuineness,positive
shop giao hàng . chất_lượng sản_phẩm tốt . hàng hạn .,Quality,positive
2 mua shop . hàng đủ tem mác . chất_lượng ok . hy_vọng niềm đúng chỗ . shop đóng_gói cẩn_thận . giao hàng j & t . tks,Ship,positive
đợt mua hàng hài_lòng . đợt mua không hài_lòng bao_bì cũ dơ . không hài_lòng,Quality,negative
"shop giao hàng cực đóng_gói kĩ_lưỡng tem niêm_yết đủ . sản_phẩm chuẩn xịn , giá rẻ mua đợt 11.1 shop 5 .",Ship,positive
"sữa tốt , uống 2 hôm_nay cải_thiện tiêu_chảy rùi . hy_vọng mai đỡ hẳn . đi_ngoài mấy hôm xót , hjx . shop tư_vấn nhiệt_tình .",Service,positive
"mua thử kích_thước lớn tã quần bé_con . bé hiện tã quần kích_thước xl bé 14kg . dây_thun eo ôm chật bụng bé bé không lắm , vẩn tã dán . tã hút tốt , tiki 2h giao hàng . hút tốt , tiki giao hàng",Quality,positive
"hàng ok , mua hành tiki yên_tâm chất_lượng kì hài_lòng",Quality,positive
"sản_phẩm tốt , bịch giá sale",Price,positive
giao hàng . hum hum hàng gói cẩn_thận . giá_cả hợp_lý . chất_lượng sản_phẩm oke,Price,positive
sữa chất_lượng ủng_hộ shop .,Quality,positive
giao hàng đóng_gói cẩn_thận mua đầu chưa chưa . shop 5,Ship,positive
shop giao hàng . đóng sản_phẩm mô_tả . tạm ảnh chụp sản_phẩm shop hàng nguyên tem,Genuineness,positive
"tiki giao , uy , chất_lượng . mua hàng tiki đều đều . hi . kì hài_lòng",Service,positive
"cực_kì hài_lòng . sản_phẩm tốt , giá mềm , tiki giao hàng . kì hài_lòng",Price,positive
giao hàng . giá rẻ shop . shop tư_vấn,Price,positive
"n + . mua sữa shop , hài_lòng khâu đóng_gói chất_lượng , mua đều mua sl 3 - 5hộp trở , check mã_vạch chuẩn hãng , tội hộp milo úc không hãng không , check như kia , ncl ủng_hộ shop",Quality,positive
"tã mềm , thấm hút tốt , rộng_rãi . tiki giao , , chiều m không đăng_kí vụ tốt",Quality,positive
"mua 2 r , bé êm , cáo dễ_thương kì hài_lòng",Quality,positive
"sữa hãng , hạn , thơm ngon",Genuineness,positive
"shop giao hàng , giá rẻ , bé ăn hi_vọng bé hợp_tác .",Ship,positive
hàng đóng_gói kỹ . mua sản_phẩm chương_trình khuyến_mãi “ mua 2lon 1.75 kg tặng 1lon 870g . hàng xong bảo chương_trình khuyến_mãi . “ xoá đi chư thất_vọng vô_cùng . bữa mua hàng tiki hài_lòng . vô_cùng thất_vọng vô_cùng . hài_lòng,Service,negative
"shop rẻ m mua quán , đóng_gói hàng cẩn_thận , hi_vọng hàng chuẩn mua tiếp",Price,positive
sale 295k rẻ đóng_gói đảm_bảo hàng hãng chất_lượng sản_phẩm tốt kì hài_lòng,Genuineness,positive
mềm mịn thấm hút tốt . kì hài_lòng,Quality,positive
mua bỉm sinh bé oke clip tính_chất 20 xu,Quality,positive
giá tốt . giao hơi kì hài_lòng,Price,positive
chưa đóng_gói sản_phẩm ! hi_vọng bé hợp_tác ủng_hộ shop,Ship,positive
"giá khuyến_mãi tặng quà hài_lòng . cào mã thẻ 10.000 , vui vui . tã ok , độ co_giãn tốt , form hơi , bé 12kg mặc kích_thước xxl bự . mấy bữa bé ký không mặc , híc",Price,positive
shop giao hàng đóng_gói cẩn_thận . sp hạn . ủng_hộ thử bé vị dâu 😁 .,Safety,positive
giao hàng vô văn_hóa . không hài_lòng,Ship,negative
"đóng_gói đẹp , giao hàng , quà tặng balo đẹp lắm nha , mua kèm deals 0 đồng 👍",Service,positive
"mua hàng ti ki , uy_tín chất kiểm mua hàng ti ki",Genuineness,positive
bé một uống sữa tích_cực ăn_uống trộm_vía 2 kg . sữa cân hiệu_quả . kì hài_lòng,Quality,positive
"giao hàng , chất_lượng bỉm tốt mềm_mỏng loại cũ 👋 mua tiếp",Quality,positive
"không hài_lòng , mua hàng tiki thất_vọng , tối bé tè ướt quần_áo lan ga nệm , hàng rẻ chục ngàn hàng không chất_lượng , độ dày mềm không hàng minh mua cửa_hàng , y định mua loại tã cân_nhắc kĩ . không chất_lượng",Quality,negative
sản_phẩm tốt hạn yên_tâm,Quality,positive
"tiki giao hàng , đóng_gói cẩn_thận . shipper vui_vẻ nhiệt_tình 🥰 kì hài_lòng",Ship,positive
tã giao . hài_lòng kì hài_lòng,Ship,positive
sản_phẩm đúng mô_tả . giao hàng . hài_lòng ! kì hài_lòng,Ship,positive
"đóng hàng , sản_phẩm chuẩn kì hài_lòng",Genuineness,positive
shop đóng_gói siêu cẩn_thận . ưng_ý . vote shop 5 . đủ 10 kí_tự chưa . m quần chip dokma nha : ),Ship,positive
"sữa chuẩn đóng_gói sơ_sài , không bọc kĩ 1 hộp rách chảy sữa vất đi",Ship,negative
"ưng quà kèm , sữa hạn hợp_lý kì hài_lòng",Service,positive
"đóng_gói cẩn_thận , giao hàng , bỉm nội_địa tốt kì hài_lòng",Ship,positive
hàng . giao đầy_đủ hạn . cám_ơn tiki . ship rẻ 30k mua đại_lý kì hài_lòng,Safety,positive
shop giao hàng bé ăn thử oke ủng_hộ tiếp !,Ship,positive
shop giao hàng đóng_gói cẩn_thận,Ship,positive
"ship , giá ok . date . mua giảm_giá",Price,positive
"bỉm mềm , bé không hăm . quà tặng ô_tô đẹp .",Quality,positive
"giao hàng tương_đối , đóng_gói kỹ , chất_lượng sản_phẩm tốt",Ship,positive
giao hàng shop gửi đúng quà chất_lượng hài_lòng,Ship,positive
"giao hàng , đóng_gói cẩn_thận . quà xinh nhầm quà tý không . shop .",Service,positive
"tiki giao hàng uy_tín , ta giá tốt , chất_lượng đảm_bảo . hợp bé minh ! tốt",Ship,positive
"chất_lượng sản_phẩm tốt , giá rẻ , hài_lòng sp , mua kì hài_lòng",Price,positive
"giao hàng mặc êm , ko tràn . kì hài_lòng",Ship,positive
mua sữa yên_tâm hạn giá_thành oke .,Price,positive
hàng giao ! check mã_vạch hàng chuẩn nga . giá tốt . vận_chuyển nhiệt_tình . shop ! ủng_hộ shop tiếp !,Price,positive
chất_lượng sản_phẩm tốt . shop đóng_gói cẩn_thận không móp méo hộp . hạn . ủng_hộ shop .,Safety,positive
hàng tiki gói cẩn_thận . hàng hơi một_tí bình_thường . mua tặng kèm thú nhồi kì hài_lòng,Ship,negative
"giao hàng , đóng_gói , hàng chuẩn",Genuineness,positive
"nắp cài lỏng_lẻo toàn đổ , chán ! không hài_lòng",Quality,negative
"sản_phẩm ok , bộ_phận giao hàng linh_hoạt , lịch_sự , tiki tin_tưởng tin_dùng , lựa_chọn hàng_đầu mua_sắm . tiki kì hài_lòng",Ship,positive
ok . ủng_hộ tiếp . 👍,Quality,positive
"hàng giao , chiều_hôm trưa hôm giao . hàng sản_xuất , hạn , đóng_gói cẩn_thận kì hài_lòng",Ship,positive
"gói hàng cẩn_thận , sản_phẩm hãng kì hài_lòng",Genuineness,positive
hàng đóng_gói kỹ . xài đuợc . kích_thước xxl 46 không mùi thơm như xxl kích_thước 34,Quality,positive
hàng hãng giao hàng . giá canh sale mềm chuẩn,Price,positive
"kiểm_tra hàng , hài_lòng không_thể tả , tiki đóng_gói . balo dày_dặn , đường may chỉnh chu , rộng_rãi . ngăn đựng bình sữa dày , đẹp . lỗ cắm sạc điện_thoại . hài_lòng lắm . sắc . hàng y_như hình",Ship,positive
"bỉm tốt , giao , ủng_hộ tiki dài_dài kì hài_lòng",Quality,positive
bọc cẩn_thận méo 5 * lsau mua,Ship,negative
"tikinow hàng . sữa hãng , hạn , hộp gói cẩn_thận , không móp méo .",Ship,positive
"tã mẫu mỏng mềm , hài_lòng . lưng_thun đệm mây mềm_mại thoáng , không lo nóng , không hằn đỏ , thấm hút tốt , hình_ảnh tã dễ_thương , sờ thun đùi mềm , không lo bé khó_chịu . yên_tâm mua tiki , phí ship rẻ ! kì hài_lòng",Price,positive
hình_ảnh không lắm chuẩn hạn . tặng shop 5,Genuineness,positive
"giao hàng siêu , sản_phẩm thấm hút tốt , giá_cả hợp_lý , ủng_hộ shop dài_dài kì hài_lòng",Quality,positive
"mua sữa shop . hàng đóng_gói cẩn_thận , giá , giao hàng",Price,positive
"đóng_gói cẩn_thận , sản_phẩm đúng như ! ủng_hộ",Ship,positive
"sữa hạn , giá tốt , balo tặng kèm đẹp . bánh khăn giấy tặng kèm . shop",Service,positive
"giao hàng , đóng_gói cẩn_thận . pha công_thức hơi , bé không pha loãng",Ship,positive
"mua tiki an_tâm , săn mã giảm_giá , tuyệt_vời tốt ,",Price,positive
giao hàng đóng_gói cẩn_thận,Service,positive
"hàng , giao hàng cực_kì thông_báo 5 hôm hàng hài_lòng kì hài_lòng",Ship,positive
"sữa thơm ngon , hoa_quả hạn . shop gói hàng cẩn_thận . ủng_hộ",Safety,positive
hàng tốt chất_lượng giao hàng kì hài_lòng,Quality,positive
quà tặng phao bé ? ? . y body nhóc xxl,Service,negative
giao hàng hàng chuẩn chất_lượng tốt giá rẻ mua,Price,positive
"giao hàng , mua ưng . đóng_gói cẩn_thận",Ship,positive
"giá đắt . sữa , đề_nghị hãng độ đi . uống vẻ nóng . giá mua tiki tàm_tạm , giao hàng siêu , ship hàng tốt .",Ship,positive
sản_phẩm đúng hình_ảnh shop giá_thành sản_phẩm như chất_lượng tốt,Genuineness,positive
"giao hàng chậm , bọc gói cẩn_thận , hạn , giao đúng loại hàng",Safety,positive
chất_lượng sản_phẩm tốt . ủng_hộ shop . đóng_gói sản_phẩm oke,Ship,positive
"ship , giá rẻ , hàng chuẩn . trả_lời , n mua shop : )",Service,positive
"giao hàng siêu_tốc , mua yên_tâm chất_lượng",Ship,positive
shop giao hàng . đóng_gói . giá mềm ? 👌,Price,positive
"sản phảm không đúng hình rỉ sét chỗ kéo khoá , nhăn hai mẫu rỉ sét",Quality,negative
shop đồ . bọc hàng cẩn thẩn . ủng_hộ shop dài_dài . giá_thành hợp_lý . date_xa,Ship,positive
đóng_gói cẩn_thận . giao đúng đủ hàng . giao hàng .,Ship,positive
đầu bé nhãn hàng . chất_lượng mong_đợi . tã nhẹ mỏng thoáng . nhãn hàng . tiki pampers kì hài_lòng,Quality,positive
"giao hàng . giá hợp_lý . sản_phẩm quen , không gí trở_ngại . mua đợt order .",Price,positive
"giao hàng , gọn , đóng_gói cẩn_thận , hạn , hộp không méo .",Safety,positive
sp oke ah giao hàng kì hài_lòng,Ship,positive
bỉm merries ưng_ý chống tràn tốt kì hài_lòng,Quality,positive
hàng đúng chuẩn nội_địa nhật . cực_kỳ hài_lòng tốt oke,Quality,positive
shop giao hàng đóng_gói cẩn_thận . hàng chuẩn giá tốt . ủng_hộ shop,Genuineness,positive
uống loại sữa . 5 chất_lượng . shop ship hàng siêu,Ship,positive
mua lô hàng khuyến_mãi . giá_cả hợp_lý . tã ok .,Quality,positive
"ít mùi chun bỉm mềm không hằn da bé , bé thoải_mái 😂 kì hài_lòng",Quality,positive
sản_phẩm oke gói hàng chưa cẩn_thận lắm kì hài_lòng,Ship,negative
hàng giao ! check mã_vạch hàng chuẩn nga . giá tốt . vận_chuyển nhiệt_tình . shop ! ủng_hộ shop tiếp !,Service,positive
"sản_phẩm y hình , giá_cả hợp_lý , ủng_hộ tiki lâu_dài",Price,positive
"không kĩ , định phát_hiện bịch tã rách 1 lỗ . nhân_viên giao hàng lịch_sự , cẩn_thận . trường_hợp tiki đổi hàng ko ? mua shop 2 , đầu ok , xảy sự_cố . đơn tã rách",Service,negative
giao hàng gói cẩn hợp ủng_hộ tiếp,Price,positive
giao hàng chất_lượng giao hàng chất_lượng,Quality,positive
"sản_phẩm hạn , đóng_gói cẩn_thận , giao hàng ủng_hộ shop",Ship,positive
sp oke ah giao hàng kì hài_lòng,Quality,positive
"đề_nghị tiki & quản_lí cung_cấp tã . sản_phẩm trẻ_con đi giao hàng , chồng dơ , mặc vô bé dị_ứng nổi đỏ đít . mua tã thường_xuyên tiki thất_vọng . hài_lòng",Safety,negative
chất_lượng sản_phẩm tuyệt_vời giao hàng shop uy,Ship,positive
hộp sữa móp méo mất . mấy mua như . chất_lượng sữa oke,Quality,positive
"sản phầm gọi tạm chất_lượng 3 . 1 giá_thành đc 2,3 bãi tràn ướt đệm tạm",Price,positive
"tả bobby thấm hút ok , không bàn chất_lượng kì hài_lòng",Quality,positive
"giao hàng , đóng_gói cẩn_thận , chất_lượng ok , good good : )",Ship,positive
"tin_tưởng sản_phẩm shop , tem rõ_ràng , gói cẩn_thận , ủng_hộ shop tiếp",Ship,positive
tiki gói hàng liền . bé bobby xxl đổi pamper kích_thước tả . bé mặc chật hằn dấu da ... bé 16kg hà 🤧 kì hài_lòng,Quality,negative
hàng thấm hút tốt . giao hàng . sản_phẩm oke kì hài_lòng,Ship,positive
sản_phẩm tốt không hăm . giá tốt tiki giao hàng .,Quality,positive
shop giao đóng chống sốc cẩn_thận cám_ơn shop,Ship,positive
bao_bì tã dơ kinh_khủng . may chưa rách . hàng sản_xuất quà tặng kèm . dễ_thương . bảo_quản sản_phẩm không tốt,Service,positive
mua nhìu shop shop giao hàng cực ủng_hộ shop .,Ship,positive
"như , hàng giao , hạn 202 như mô_tả . ủng_hộ shop dài_dài .",Safety,positive
"sữa ok . quà đàn hư , lắp pin không nhạc . giao hàng . ko hài_lòng quà .",Quality,positive
giao hàng . kì hài_lòng,Ship,positive
"giao hàng đóng_gói sản_phẩm cẩn_thận giá_cả hợp_lý , ủng .",Price,positive
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,Ship,positive
"hàng , gởi hàng kỹ_càng . tư mua shop . ko phê_bình .",Ship,positive
"giao hàng nhanh_chóng_mặt , sản_phẩm tốt . kì hài_lòng",Quality,positive
"giá_cả , đóng_gói cẩn_thận ủng_hộ lâu_dài",Price,positive
đóng_gói kĩ_càng hạn,Ship,positive
hài_lòng chất_lượng dịch_vụ . gói hàng kĩ lay hoay mãi lớp bọc . mua giá hời kì hài_lòng,Price,positive
"sữa hạn 202 oke , đóng_gói kỹ",Safety,positive
chất_lượng sản_phẩm tốt xứng giá tiền cám_ơn shop lắm ng tiêu_dùng 1 sản_phẩm_chất_lượng giá đẹp ủng_hộ tiếp thank_youuui,Price,positive
"ship , shop nhiệt_tình lắm , giá sale cực rẻ ưng_ý",Service,positive
tiki cung_cấp sản_phẩm hãng giá cực dễ_thương . friso tốt,Price,positive
giao hàng hơi,Ship,negative
"đóng_gói đẹp , chất_lượng tốt kì hài_lòng",Quality,positive
"sản_phẩm tốt , hãng , bé mặc thoải_mái , thanks tiki",Quality,positive
sản_phẩm tốt . hài gói kĩ .,Ship,positive
"hàng chất_lượng , đúng như mô_tả đóng_gói cẩn_thận . tiki giao hàng quần tốt",Quality,positive
"tả tràn cho_dù , không ôm khít như loại cũ không hài_lòng",Quality,negative
"sản_phẩm oki ạh mua shop . nhân_viên giao hàng siêu , không gọi giao hàng chờ cổ 😂 😂 😂 😂 😁",Quality,positive
"đóng_gói , chưa chưa chất_lượng sản_phẩm . date . mua giá sale 841k",Safety,positive
"bỉm to loại size , không đẹp lắm , thấm tương_đối , bé 1 hồi xù xấu lắm , giá mềm , giao hàng 4 * rẻ không đòi_hỏi",Price,positive
"sản_phẩm tốt , đóng_gói cẩn_thận , giao hàng",Quality,positive
"tiki đóng_gói thùng cẩn_thận , tiki yên_tâm 100 % . bỉm sản_xuất 7 / 2019 , hình_ảnh in bỉm dễ_thương , bé mặc vừa_vặn , thấm hút tốt . hài_lòng .",Safety,positive
"12h đêm hàng , đóng goi siêu kĩ , thùng chặn xốp , sản_phẩm lớn , 4 gói , hạn , bé uống thử tốt ủng_hộ",Ship,positive
"không 9 miếng tặng , bỉm loại cũ không phiên_bản đệm lưng thấm mồ_hôi .",Service,negative
"ship , giá rẻ , hàng chuẩn . trả_lời , n mua shop : )",Price,positive
"hàng tốt , đóng_gói kỹ kì hài_lòng",Ship,positive
giao hàng đóng_gói cẩn_thận kèm quà tặng kì hài_lòng,Service,positive
"sản_phẩm không như thông_tin đăng . mua tả l120 , l111 . không hài_lòng",Service,negative
"giao hàng , đóng_góp cẩn_thận , không móp méo , hạn . chất_lượng kho .",Safety,positive
"mềm , bé không hâm , ship kì hài_lòng",Ship,positive
"sản_phẩm tốt . vận_chuyển hàng , nhân_viên giao hàng nhiệt_tình",Quality,positive
tặng thú nhồi không giao kèm sữa .,Service,negative
giao hàng . hàng như mô_tả . thanks !,Ship,positive
"hôm_nay , bỉm mềm_mại mịn_màng mỏng , chưa khả_năng thấm hút , loại rẻ_tiền , công_nhận tiền , mua giá ưu_đãi 6,5 k 1 bỉm chấp_nhận dc . đóng_gói , xe_hơi hàng tặng hôm r bỉm , ưng khâu vận_chuyển .",Service,positive
"mua enfa sale thương_hiệu giá tiết_kiệm miễn_phí vận_chuyển ,",Ship,positive
"tiki đóng_gói sữa cẩn_thận , mua sản_phẩm hộp sữa chèn , hộp không móp méo , chất_lượng sữa tốt , tơi thơm , hạn , đổi sữa bé hợp_tác vui lắm , nhân_viên giao hàng tiki nghe phản_ánh mua hàng tiki đều tuyệt_vời , địa_chỉ cơ_quan hàng 7 dời địa_chỉ đều vui_vẻ , hàng kiểm hàng không vui_vẻ khui hàng kiểm . tiki chất_lượng sản_phẩm thái_độ phục_vụ . mong_tiki tuyệt_vời . kì hài_lòng",Ship,positive
"tốt , mỏng nhẹ bé , giá_cả , giao hàng tận kì hài_lòng",Quality,positive
hàng mẫu_mã đúng chất_lượng . giá_cả 👍 kì hài_lòng,Quality,positive
"bỉm mềm , kì hài_lòng",Quality,positive
"giao hàng , đầu thanh_toán zalopay tiện_lợi nhanh_chóng , giảm_giá kì hài_lòng",Price,positive
hạn_dùng 2021 . shop khuyến_mãi vui . hài_lòng .,Service,positive
ủng_hộ shop chất_lượng giá_cả hợp_lý .,Quality,positive
giao hàng đóng gọi cẩn_thận,Ship,positive
"hạn , đóng_gói ổn hộp sữa không móp méo . kì hài_lòng",Ship,positive
shop đóng_gói cẩn_thận . hàng đúng chuẩn . ủng_hộ shop dài_dài .,Ship,positive
shop giao hàng đầy_đủ . đóng_gói hàng cẩn_thận .,Ship,positive
shop hàng giá tốt . trả_lời khach nhiệt_tình . đóng_gói cẩn_thận 🥰,Ship,positive
giao hàng ! kì hài_lòng,Ship,positive
"giao hàng , chưa không chất_lượng frend",Ship,positive
"hàng tốt , giao hàng đúng hẹn , bé kì hài_lòng",Ship,positive
"tã mỏng , mặc ban_ngày , bé tè 1 thay , hao mỏng đc , mông bé không ẩm_ướt , khó_chịu . thấm hút tạm đc , không tốt goon",Quality,negative
"hàng đóng_gói kĩ , không hư tổn . hài_lòng . kì hài_lòng",Ship,positive
"sản_phẩm tốt , giao hàng , mẫu_mã đẹp , đóng_gói sản_phẩm , nhân_viên giao hàng thân_thiện",Ship,positive
đóng_gói sản_phẩm giao hàng chất_lượng sản_phẩm tuyệt_vời,Ship,positive
"sữa thơm ngon bé uống . shop đóng hàng cẩn_thận , giao hàng",Quality,positive
chất_lượng sản_phẩm tuyệt tốt động gói sản_phẩm giao hàng giao hàng giao hàng,Ship,positive
"mềm , bé không hâm , ship kì hài_lòng",Quality,positive
"giá tốt hàng chuẩn . giao hàng siêu , đóng_gói cẩn_thận , sữa hạn 🤪 mua .",Safety,positive
"sản_phẩm tốt giao hàng , đóng_gói cẩn_thận ủng_hộ tiki lâu_dài phẩm tốt giao hàng",Ship,positive
"mua , chất_lượng tốt đóng_gói , giao hàng",Ship,positive
"sản_phẩm tốt , giá tốt , giao hàng , mua giá flash sale , shop , đóng_gói đẹp , hạn .",Safety,positive
"hàng hãng , đóng_gói cẩn_thận . sản_phẩm thấm hút tốt , chất_lượng tuyệt_vời . kì hài_lòng",Genuineness,positive
"giao hàng , đóng_gói , chất_lượng tốt , hạn .",Ship,positive
"sản_phẩm tốt , hãng , đóng_gói cẩn_thận , ủng_hộ shop lâu_dài",Genuineness,positive
"giao hàng , hàng tem nhãn đầy_đủ , giá_cả hợp_lý , đóng_gói cẩn_thận",Ship,positive
"sữa đóng_gói cẩn_thận bọc xốp va_đập , hạn , chưa chưa bóc hy_vọng đồ_dùng con_nít đồ uy_tín",Safety,positive
"sản_phẩm tốt , giá_thành rẻ , giao hàng . bỉm bé không hăm , bé mua tiki ok . kì hài_lòng",Price,positive
"tả mặc êm , thoáng , mềm_mại , giá khuyến_mãi tốt kì hài_lòng",Quality,positive
"mua giá tốt , giao hàng miễn_phí cực , tã hơi mùi như mùi dầu mùi nhựa , chưa xé bịch kiểm_tra .",Ship,positive
rẻ giá chợ ! hàng ủng_hộ 👍,Price,positive
"mua shop , giao hàng sữa hạn . sản_phẩm tuyệt_vời mua sale giá tốt .",Price,positive
sữa tốt hàng chuẩn giá rẻ . giao hàng đóng_gói cẩn_thận .,Genuineness,positive
mua 2 hộp không quà tặng kèm ? friso,Service,negative
"hàng tiki phân_phối chất_lượng chuẩn , đóng_gói kĩ , giao hàng viên giao hàng vui_vẻ lễ_phép . giá hơi shop 1 chút",Quality,positive
đóng_gói sản_phẩm . hàng chuẩn . hy_vọng bé uống hiệu_quả tốt,Quality,positive
"đóng_gói kỹ , ship , sản_phẩm_chất_lượng như miêu_tả , hạn 2021",Ship,positive
"giao hàng , sản_phẩm bẹp méo . .",Ship,negative
"sản_phẩm_giá rẻ , thấm hút tốt , an_toàn da bé , giao hàng cực_kì , shipper siêu dễ_thương kì hài_lòng",Price,positive
ngon bổ rẻ mua 3 shop . date giao hàng . nhân_viên gói hàng cẩn_thận . bé dậy uống sữa loại ngủ phát,Price,positive
mua 3 uống nghiện giao hàng .,Quality,positive
mua đợt t7 . tã đợt không bit tiki nhập loại sản_xuất sx loại tã mỏng . bé đêm tràn đợt mỏng,Quality,negative
"sản_phẩm như shop đăng , hạn , tiền , giao hàng",Ship,positive
không mua tràn hài_lòng,Quality,negative
"mua hàng shop đơn hàng , shop giao hàng , giá mềm shop , ủng_hộ shop tiếp , cám_ơn shop",Ship,positive
đóng_gói cẩn_thận giao hàng kì hài_lòng,Ship,positive
"sản_phẩm ổn , gói lớn giá vừa_phải , hạn , hài_lòng , ủng_hộ nhãn hàng chương_trình hấp_dẫn kì hài_lòng",Price,positive
shop đóng_gói sản_phẩm cẩn_thận . sữa hạn . giao hàng . shop !,Ship,positive
"tã_êm , mềm , thoáng bé . 100 % hãng nhập_khẩu nhật kèm quà tặng đẹp . hài_lòng dịch_vụ giao hàng 100 % hãng",Quality,positive
"sp mùi như túi ni lông , đầu mua hàng tiki thất_vọng không hài_lòng",Quality,negative
sản_phẩm tràn hiệu giao hàng đóng_gói kỹ kì hài_lòng,Quality,positive
"giao hàng đóng_gói gọn đủ giá hợp_lý , chất_lượng tốt , hàng chuẩn",Service,positive
shop giao đúng phân_loại sản_phẩm . sản_phẩm y ảnh . đóng_gói sản_phẩm đẹp cẩn_thận . giao hàng . hài_lòng,Genuineness,positive
"mua sản_phẩm n 🤣 chất_lượng tốt , tem mác đầy_đủ . shop nhiệt_tình giao hàng , đóng_gói cẩn_thận gọn_gàng , đẹp ... !",Quality,positive
"tiki giao hàng , đóng_gói kĩ . tã quần xuyên đêm bé , thấm hút tốt , không tràn , không bí , chưa hăm , nhẹ tốt",Ship,positive
"tiki giao bỉm . quà bỉm đầy_đủ , sách ehon đẹp , màu_sắc sinh_động . xl38",Service,positive
giao hàng . đóng_gói sản_phẩm . sản_phẩm tốt mua shop,Ship,positive
sữa hạn không nguyên_vẹn sữa bục lắp đậy hở không trách_nhiệm shop ship hàng ?,Ship,negative
"giao hàng , đóng_gói cẩn_thận , sản_phẩm_chất_lượng , hạn , mẫu_mã đẹp",Ship,positive
"sản_phẩm ok , mùi hơi nồng . khả_năng thấm hút tốt .",Quality,negative
tốn mấy triệu tiền bỉm . mua tiki tiết_kiệm kha_khá . bé nghịch . bỉm mẹ rảnh chút . đỡ thay quần tè . làm_việc nội_trợ . tiki . mong đợt sale bỉm hic hic bé,Price,positive
"sữa chuẩn , hạn , ship siêu . bé uống sữa shop",Ship,positive
"giao hàng chậm , gọi điện tổng_đài . chất_lượng sản_phẩm tốt !",Ship,negative
"đều bobby mẫu dị_ứng , da hăm . miếng . bữa_nay không bobby , cải_tiến kiểu mất",Safety,negative
chất_lượng sản_phẩm hàng gói cẩn shop 5,Quality,positive
