review,category,sentiment
"Tôi rất hài lòng khi nghỉ tại khách sạn Ngọc Lan này, dịch vụ ở đây rất tốt, phòng ở sạch sẽ, gọn gàng, sang trọng, nhân viên lịch sự, chu đáo, vị trí của khách sạn nằm ngay chợ nên đi lại rất thuận tiện.",ROOMS#CLEANLINESS,positive
"Tôi rất hài lòng khi nghỉ tại khách sạn Ngọc Lan này, dịch vụ ở đây rất tốt, phòng ở sạch sẽ, gọn gàng, sang trọng, nhân viên lịch sự, chu đáo, vị trí của khách sạn nằm ngay chợ nên đi lại rất thuận tiện.",HOTEL#COMFORT,positive
"Tôi rất hài lòng khi nghỉ tại khách sạn Ngọc Lan này, dịch vụ ở đây rất tốt, phòng ở sạch sẽ, gọn gàng, sang trọng, nhân viên lịch sự, chu đáo, vị trí của khách sạn nằm ngay chợ nên đi lại rất thuận tiện.",ROOM_AMENITIES#QUALITY,positive
"Vị trí khách sạn gần chợ Đà Lạt, kế hồ Xuân Hương, ngay cạnh ấp Ánh Sáng khu ăn uống nên tôi rất hài long về vị trí.",LOCATION#GENERAL,positive
"PHòng rộng thiết kế hiện đại đẹp, nhân viên khách sạn phục vụ ân cần, chuyên nghiệp nên tôi rất hài lòng.",ROOMS#DESIGN&FEATURES,positive
"PHòng rộng thiết kế hiện đại đẹp, nhân viên khách sạn phục vụ ân cần, chuyên nghiệp nên tôi rất hài lòng.",ROOMS#DESIGN&FEATURES,positive
"PHòng rộng thiết kế hiện đại đẹp, nhân viên khách sạn phục vụ ân cần, chuyên nghiệp nên tôi rất hài lòng.",SERVICE#GENERAL,positive
SẼ vẫn chọn Ngoc Lan nếu có dịp tới Đà Lạt lần kế tiếp.,HOTEL#GENERAL,neutral
"Phòng ốc tại đây khá sạch sẽ, nhân viên ok và bữa sáng ổn nên tôi cho khách sạn được 9 điểm.",SERVICE#GENERAL,positive
"Phòng ốc tại đây khá sạch sẽ, nhân viên ok và bữa sáng ổn nên tôi cho khách sạn được 9 điểm.",ROOMS#CLEANLINESS,positive
"Phòng ốc tại đây khá sạch sẽ, nhân viên ok và bữa sáng ổn nên tôi cho khách sạn được 9 điểm.",FOOD&DRINKS#QUALITY,positive
"Tôi đánh giá cao dịch vụ ở khách sạn Ngọc Lan Đà Lạt này, mọi thứ ở đây tôi thấy đều ổn, phòng ốc sạch sẽ, rộng rãi, ở cũng thoải mái.",HOTEL#GENERAL,positive
"Tôi đánh giá cao dịch vụ ở khách sạn Ngọc Lan Đà Lạt này, mọi thứ ở đây tôi thấy đều ổn, phòng ốc sạch sẽ, rộng rãi, ở cũng thoải mái.",ROOMS#DESIGN&FEATURES,positive
"Tôi đánh giá cao dịch vụ ở khách sạn Ngọc Lan Đà Lạt này, mọi thứ ở đây tôi thấy đều ổn, phòng ốc sạch sẽ, rộng rãi, ở cũng thoải mái.",ROOMS#CLEANLINESS,positive
"Tôi đánh giá cao dịch vụ ở khách sạn Ngọc Lan Đà Lạt này, mọi thứ ở đây tôi thấy đều ổn, phòng ốc sạch sẽ, rộng rãi, ở cũng thoải mái.",ROOMS#COMFORT,positive
Nhân viên thì cũng lịch sự và chu đáo.,SERVICE#GENERAL,positive
"Nhìn chung, với giá cả như vậy thì tôi thấy cũng hợp lý, tôi cảm thấy hài lòng khi nghỉ tại đây.",HOTEL#PRICES,positive
"Nhìn chung, với giá cả như vậy thì tôi thấy cũng hợp lý, tôi cảm thấy hài lòng khi nghỉ tại đây.",HOTEL#COMFORT,positive
"Tôi thấy khách sạn là dịch vụ 4  sao nhưng ăn sáng chưa có được ngon cho lắm, vệ sinh phòng ốc thì cũng sạch sẽ và đầy đủ tiện nghi, nhân viên thì cũng lịch sự, nhưng giường nằm thì nó kêu quá nên nghỉ ngơi cũng không thoải mái lắm.",ROOMS#CLEANLINESS,positive
"Tôi thấy khách sạn là dịch vụ 4  sao nhưng ăn sáng chưa có được ngon cho lắm, vệ sinh phòng ốc thì cũng sạch sẽ và đầy đủ tiện nghi, nhân viên thì cũng lịch sự, nhưng giường nằm thì nó kêu quá nên nghỉ ngơi cũng không thoải mái lắm.",FOOD&DRINKS#QUALITY,negative
"Tôi thấy khách sạn là dịch vụ 4  sao nhưng ăn sáng chưa có được ngon cho lắm, vệ sinh phòng ốc thì cũng sạch sẽ và đầy đủ tiện nghi, nhân viên thì cũng lịch sự, nhưng giường nằm thì nó kêu quá nên nghỉ ngơi cũng không thoải mái lắm.",ROOM_AMENITIES#GENERAL,positive
"Tôi thấy khách sạn là dịch vụ 4  sao nhưng ăn sáng chưa có được ngon cho lắm, vệ sinh phòng ốc thì cũng sạch sẽ và đầy đủ tiện nghi, nhân viên thì cũng lịch sự, nhưng giường nằm thì nó kêu quá nên nghỉ ngơi cũng không thoải mái lắm.",SERVICE#GENERAL,positive
"Tôi thấy khách sạn là dịch vụ 4  sao nhưng ăn sáng chưa có được ngon cho lắm, vệ sinh phòng ốc thì cũng sạch sẽ và đầy đủ tiện nghi, nhân viên thì cũng lịch sự, nhưng giường nằm thì nó kêu quá nên nghỉ ngơi cũng không thoải mái lắm.",ROOM_AMENITIES#COMFORT,negative
"Giá cả như vậy thì tôi thấy cũng khá hợp lý, một phần là vì khách sạn nằm ngay chợ Đà Lạt nên đi lại thuận tiện.",LOCATION#GENERAL,positive
"Giá cả như vậy thì tôi thấy cũng khá hợp lý, một phần là vì khách sạn nằm ngay chợ Đà Lạt nên đi lại thuận tiện.",HOTEL#PRICES,positive
"Phòng deluxe view đẹp, rộng rãi.",ROOMS#QUALITY,positive
"Phòng deluxe view đẹp, rộng rãi.",ROOMS#DESIGN&FEATURES,positive
Ăn sáng tạm được.,FOOD&DRINKS#QUALITY,neutral
"nhân viên dọn phòng còn chậm không lau sàn, thay drap hằng ngày, trừ khi yêu cầu",SERVICE#GENERAL,negative
"nhân viên dọn phòng còn chậm không lau sàn, thay drap hằng ngày, trừ khi yêu cầu",ROOMS#CLEANLINESS,negative
Trong chuyến đi vừa qua thì tôi có đặt phòng tại khách sạn Ngọc Lan Đà Lạt thông qua hệ thống của công ty mytour.,HOTEL#GENERAL,neutral
"Bữa sáng tại đây chưa được đa dạng, phong phú về món ăn lắm nhưng nhìn chung cũng khá ổn.",FOOD&DRINKS#STYLE&OPTIONS,negative
"Bữa sáng tại đây chưa được đa dạng, phong phú về món ăn lắm nhưng nhìn chung cũng khá ổn.",FOOD&DRINKS#QUALITY,neutral
"Điểm mà tôi hài lòng nhất về khách sạn Ngọc Lan Đà Lạt là thái độ phục vụ của nhân viên ở đây khá vui vẻ, thân thiện và nhiệt tình.",SERVICE#GENERAL,positive
"Căn phòng mà tôi ở tại khách sạn cũng khá thoải mái, sạch sẽ và tương đối đủ trang thiết bị nội thất.",ROOMS#COMFORT,positive
"Căn phòng mà tôi ở tại khách sạn cũng khá thoải mái, sạch sẽ và tương đối đủ trang thiết bị nội thất.",ROOMS#CLEANLINESS,positive
"Căn phòng mà tôi ở tại khách sạn cũng khá thoải mái, sạch sẽ và tương đối đủ trang thiết bị nội thất.",ROOM_AMENITIES#GENERAL,positive
"Bữa ăn sáng tuy đa dạng, phong phú về món ăn nhưng cách nêm nếm thì không được ngon lắm.",FOOD&DRINKS#STYLE&OPTIONS,positive
"Bữa ăn sáng tuy đa dạng, phong phú về món ăn nhưng cách nêm nếm thì không được ngon lắm.",FOOD&DRINKS#QUALITY,negative
"Còn nhân viên phục vụ thì nhiệt tình, vui vẻ.",SERVICE#GENERAL,positive
Phòng ốc có diện tích rộng rãi.,ROOMS#DESIGN&FEATURES,positive
"Có nhân viên dọn phòng mỗi ngày nhưng chủ yếu là thay khăn tắm, còn việc lau sàn hay thay drap nệm thì phải yêu cầu nhân viên mới làm.",SERVICE#GENERAL,neutral
Về tổng quan thì tôi vẫn cảm thấy hài lòng khi lựa chọn khách sạn Ngọc Lan Đà Lạt để nghỉ ngơi lại.,HOTEL#COMFORT,positive
"Khách sạn Ngọc Lan Đà Lạt có dịch vụ khá tốt, phòng ở rất thoải mái, vệ sinh phòng sạch sẽ, gọn gàng và cũng đầy đủ các tiện nghi cơ bản cho khách sử dụng.",SERVICE#GENERAL,positive
"Khách sạn Ngọc Lan Đà Lạt có dịch vụ khá tốt, phòng ở rất thoải mái, vệ sinh phòng sạch sẽ, gọn gàng và cũng đầy đủ các tiện nghi cơ bản cho khách sử dụng.",ROOMS#COMFORT,positive
"Khách sạn Ngọc Lan Đà Lạt có dịch vụ khá tốt, phòng ở rất thoải mái, vệ sinh phòng sạch sẽ, gọn gàng và cũng đầy đủ các tiện nghi cơ bản cho khách sử dụng.",HOTEL#DESIGN&FEATURES,positive
"Khách sạn Ngọc Lan Đà Lạt có dịch vụ khá tốt, phòng ở rất thoải mái, vệ sinh phòng sạch sẽ, gọn gàng và cũng đầy đủ các tiện nghi cơ bản cho khách sử dụng.",ROOM_AMENITIES#GENERAL,positive
"Vị trí khách sạn nằm ngay trung tâm nên đi lại cũng rất thuận tiện, hướng nhìn cũng rất đẹp và khuôn viên thoáng mát.",LOCATION#GENERAL,positive
"Vị trí khách sạn nằm ngay trung tâm nên đi lại cũng rất thuận tiện, hướng nhìn cũng rất đẹp và khuôn viên thoáng mát.",HOTEL#GENERAL,positive
"Vị trí khách sạn nằm ngay trung tâm nên đi lại cũng rất thuận tiện, hướng nhìn cũng rất đẹp và khuôn viên thoáng mát.",HOTEL#DESIGN&FEATURES,positive
"Vị trí khách sạn tốt, gần khu ăn uống và chợ nên chúng tôi rất hài lòng.",LOCATION#GENERAL,positive
"Vị trí khách sạn tốt, gần khu ăn uống và chợ nên chúng tôi rất hài lòng.",HOTEL#COMFORT,positive
Nhân viên phục vụ khá là thân thiện khi giao tiếp với khách.,SERVICE#GENERAL,positive
Còn về chất lượng phòng ốc ở đây thì tốt.,ROOMS#QUALITY,positive
"Diện tích rộng rãi, không gian mát mẻ.",ROOMS#COMFORT,positive
"Diện tích rộng rãi, không gian mát mẻ.",ROOMS#DESIGN&FEATURES,positive
"Diện tích rộng rãi, không gian mát mẻ.",ROOMS#COMFORT,positive
Khách sạn Ngọc Lan Đà Lạt có chất lượng và dịch vụ khá ok.,SERVICE#GENERAL,positive
"Phòng ốc ở đây khá sạch sẽ, thoải mái.",ROOMS#CLEANLINESS,positive
"Phòng ốc ở đây khá sạch sẽ, thoải mái.",ROOMS#COMFORT,positive
"Nhân viên thì vui vẻ, thân thiện và phục vụ khá tốt.",HOTEL#GENERAL,positive
"Nhân viên thì vui vẻ, thân thiện và phục vụ khá tốt.",SERVICE#GENERAL,positive
"Vị trí đẹp, thuận tiện cho việc đi lại của tôi.",LOCATION#GENERAL,positive
"Nhìn chung thì khách sạn có chất lượng tốt, gia đình tôi có chuyến đi vui và hài lòng về nơi này.",HOTEL#QUALITY,positive
"Nhìn chung thì khách sạn có chất lượng tốt, gia đình tôi có chuyến đi vui và hài lòng về nơi này.",HOTEL#COMFORT,positive
"Phòng ở thì sạch sẽ, đẹp và đầy đủ tiện nghi.",ROOMS#GENERAL,positive
"Phòng ở thì sạch sẽ, đẹp và đầy đủ tiện nghi.",ROOMS#CLEANLINESS,positive
"Phòng ở thì sạch sẽ, đẹp và đầy đủ tiện nghi.",ROOM_AMENITIES#GENERAL,positive
Tôi đã sử dụng dịch vụ của khách san Ngọc Lan Đà Lạt và cảm thấy khá hài lòng khi ở đây.,HOTEL#COMFORT,positive
Tôi đã ở tại khách sạn Ngọc Lan Đà Lạt khá là nhiều lần và hầu như lần nào tôi cũng thấy hài lòng nên trong chuyến đi đến Đà Lạt lần này tôi quyết định lựa chọn lưu trú tại đây.,HOTEL#COMFORT,positive
Căn phòng mà tôi ở lần này hơi xuống cấp nhưng cũng tương đối sạch sẽ.,ROOMS#QUALITY,negative
Căn phòng mà tôi ở lần này hơi xuống cấp nhưng cũng tương đối sạch sẽ.,ROOMS#CLEANLINESS,positive
Thấy vị trí ở đây rất gần chợ đi bộ vài bước là tới.,LOCATION#GENERAL,positive
Khách sạn đúng chuẩn 4  sao với tiện nghi đầy đủ và phục vụ thật dễ thương nhiệt tình.,HOTEL#QUALITY,positive
Khách sạn đúng chuẩn 4  sao với tiện nghi đầy đủ và phục vụ thật dễ thương nhiệt tình.,FACILITIES#GENERAL,positive
Khách sạn đúng chuẩn 4  sao với tiện nghi đầy đủ và phục vụ thật dễ thương nhiệt tình.,SERVICE#GENERAL,positive
Thức ăn ở đây hợp khẩu vị với gia đình.,FOOD&DRINKS#QUALITY,positive
Cám ơn Mytour nhé.,HOTEL#GENERAL,neutral
"Nhân viên của khách sạn rất thân thiện, vui vẻ và nhiệt tình.",SERVICE#GENERAL,positive
Khách sạn nằm gần trung tâm thành phố nên đi lại rất thuận tiện.,LOCATION#GENERAL,positive
Cảnh quang xung quanh của khách sạn thì thoáng mát và đẹp.,HOTEL#GENERAL,positive
Khách sạn nằm gần trung tâm và gần chợ nên đi lại cũng rất thuận tiện.,LOCATION#GENERAL,positive
"Khu đó cũng gần các quán cà phê đẹp, và gần nhiều chỗ ăn uống ngon nên đi lại cũng dễ dàng.",LOCATION#GENERAL,positive
"Nhìn chung, với múc giá như vậy, tôi cảm thấy rất hài lòng khi ở đây.",HOTEL#PRICES,positive
"Nhìn chung, với múc giá như vậy, tôi cảm thấy rất hài lòng khi ở đây.",ROOMS#COMFORT,positive
"Nhân viên nhiệt tình, chu đáo, và phục vụ bữa ăn sáng hợp với khẩu vị của tôi.",SERVICE#GENERAL,positive
"Nhân viên nhiệt tình, chu đáo, và phục vụ bữa ăn sáng hợp với khẩu vị của tôi.",FOOD&DRINKS#QUALITY,positive
"Nhìn chung, tôi thấy ở đây có chất lượng và dịch vụ cũng ổn.",HOTEL#QUALITY,positive
"Nhìn chung, tôi thấy ở đây có chất lượng và dịch vụ cũng ổn.",SERVICE#GENERAL,positive
"Phòng ốc sạch sẽ, thoáng mát khi ở.",ROOMS#CLEANLINESS,positive
"Phòng ốc sạch sẽ, thoáng mát khi ở.",ROOMS#COMFORT,positive
"Nhân viên thì không được vui vẻ và thân thiện cho lắm, có lẽ do hôm đó khách đông quá.",SERVICE#GENERAL,negative
Tôi cảm thấy chất lượng dịch vụ như vậy cũng tạm được.,HOTEL#GENERAL,neutral
Tôi hoàn toàn hài lòng về khách snaj Ngọc Lan Đà Lạt.,HOTEL#COMFORT,positive
Vị trí của khách sạn khá thuận lợi cho việc đi lại của tôi.,LOCATION#GENERAL,positive
"Nhân viên thân thiện, dễ gần và khá là chu đáo.",SERVICE#GENERAL,positive
"Phòng ốc rộng rãi, thoải mái, sạch sẽ, có hướng nhìn đẹp và đầy đủ trang thiết bị.",ROOMS#DESIGN&FEATURES,positive
"Phòng ốc rộng rãi, thoải mái, sạch sẽ, có hướng nhìn đẹp và đầy đủ trang thiết bị.",ROOMS#CLEANLINESS,positive
"Phòng ốc rộng rãi, thoải mái, sạch sẽ, có hướng nhìn đẹp và đầy đủ trang thiết bị.",ROOMS#COMFORT,positive
"Phòng ốc rộng rãi, thoải mái, sạch sẽ, có hướng nhìn đẹp và đầy đủ trang thiết bị.",ROOM_AMENITIES#GENERAL,positive
"Nhìn chung cảm thấy hài lòng với chất lượng và giá cả mang lại, chuyến đi nghỉ dưỡng đã được dịch vụ này cung cấp rất tốt và thoải mái khi Tôi ở nơi đây.",HOTEL#QUALITY,positive
"Nhìn chung cảm thấy hài lòng với chất lượng và giá cả mang lại, chuyến đi nghỉ dưỡng đã được dịch vụ này cung cấp rất tốt và thoải mái khi Tôi ở nơi đây.",HOTEL#COMFORT,positive
"Nhìn chung cảm thấy hài lòng với chất lượng và giá cả mang lại, chuyến đi nghỉ dưỡng đã được dịch vụ này cung cấp rất tốt và thoải mái khi Tôi ở nơi đây.",HOTEL#PRICES,positive
"Nhìn chung cảm thấy hài lòng với chất lượng và giá cả mang lại, chuyến đi nghỉ dưỡng đã được dịch vụ này cung cấp rất tốt và thoải mái khi Tôi ở nơi đây.",SERVICE#GENERAL,positive
Không có điểm nào phàn nàn khi ở đây cả nhân viên dễ thương và nhiệt tình.,HOTEL#GENERAL,positive
Không có điểm nào phàn nàn khi ở đây cả nhân viên dễ thương và nhiệt tình.,SERVICE#GENERAL,positive
Khách sạn Ngọc Lan đúng với chuẩn 4  sao.,HOTEL#QUALITY,positive
Chất lượng phòng ốc và dịch vụ thật sự rất tốt.,HOTEL#QUALITY,positive
Chất lượng phòng ốc và dịch vụ thật sự rất tốt.,SERVICE#GENERAL,positive
Chất lượng phòng ốc và dịch vụ thật sự rất tốt.,ROOMS#QUALITY,positive
Từ khách sạn có thể ngắm được bao quát cảnh Đà Lạt.,LOCATION#GENERAL,positive
"Chỉ có buổi buffet sáng là chưa được tốt, ít món và cũng chưa ngon.",FOOD&DRINKS#QUALITY,negative
"Chỉ có buổi buffet sáng là chưa được tốt, ít món và cũng chưa ngon.",FOOD&DRINKS#STYLE&OPTIONS,negative
"KHÁCH SẠN VỊ TRÍ RẤT ĐẸP, PHÒNG ĂN BUFFET SÁNG NHÌN XUỐNG HỒ XUÂN HƯƠNG THƠ MỘNG.",LOCATION#GENERAL,positive
"KHÁCH SẠN VỊ TRÍ RẤT ĐẸP, PHÒNG ĂN BUFFET SÁNG NHÌN XUỐNG HỒ XUÂN HƯƠNG THƠ MỘNG.",HOTEL#DESIGN&FEATURES,positive
"ĂN SÁNG MÓN ĂN CHƯA PHONG PHÚ LẮM, NHÂN VIÊN LỄ TÂN nhận phòng RẤT LINH HOẠT VỀ XẾP PHÒNG MẶC DÙ PHẢI ĐỢI 10 PHÚT, BẢO VE SẢNH ĐÓN KHÁCH CHƯA CHU ĐÁO LẮM.",FOOD&DRINKS#STYLE&OPTIONS,negative
"ĂN SÁNG MÓN ĂN CHƯA PHONG PHÚ LẮM, NHÂN VIÊN LỄ TÂN nhận phòng RẤT LINH HOẠT VỀ XẾP PHÒNG MẶC DÙ PHẢI ĐỢI 10 PHÚT, BẢO VE SẢNH ĐÓN KHÁCH CHƯA CHU ĐÁO LẮM.",SERVICE#GENERAL,neutral
"Vừa rồi, tôi có dịp nghỉ mát tại Đà Lạt và đã chọn Ngọc Lan là nơi để dừng chân.",HOTEL#GENERAL,neutral
"Phòng đẹp và rộng, nội thất đẹp.",ROOMS#DESIGN&FEATURES,positive
"Phòng đẹp và rộng, nội thất đẹp.",ROOM_AMENITIES#DESIGN&FEATURES,positive
Ăn sáng ở đây cũng khá ngon miệng và chất lượng.,FOOD&DRINKS#QUALITY,positive
Khách sạn cho tôi nhận phòng trễ hơn so với giờ nhận phòng của khách sạn mà phải đợi đến 3 giờ hơn nên tôi không hài lòng về vấn đề này lắm.,SERVICE#GENERAL,negative
"Ngược lại thì Ngọc Lan nằm trong khu trung tâm nên đi lại cũng thuận tiên. phòng ốc thoáng mát, sạch sẽ, nhân viên nhiệt tình, vui vẻ.",LOCATION#GENERAL,positive
"Ngược lại thì Ngọc Lan nằm trong khu trung tâm nên đi lại cũng thuận tiên. phòng ốc thoáng mát, sạch sẽ, nhân viên nhiệt tình, vui vẻ.",ROOMS#GENERAL,positive
"Ngược lại thì Ngọc Lan nằm trong khu trung tâm nên đi lại cũng thuận tiên. phòng ốc thoáng mát, sạch sẽ, nhân viên nhiệt tình, vui vẻ.",ROOMS#CLEANLINESS,positive
"Ngược lại thì Ngọc Lan nằm trong khu trung tâm nên đi lại cũng thuận tiên. phòng ốc thoáng mát, sạch sẽ, nhân viên nhiệt tình, vui vẻ.",SERVICE#GENERAL,positive
Đội ngũ nhân viên thân thiện.,SERVICE#GENERAL,positive
"Mỗi ngày, phòng tôi đều được dọn dẹp tươm tất.",ROOMS#CLEANLINESS,positive
"Khách sạn nằm ở trung tâm nên muốn đi chơi, tham quan những điểm du lịch quanh Đà Lạt đều thuận lợi.",LOCATION#GENERAL,positive
Khí hậu Đà Lạt thực sự rất là tuyệt vời và tôi cũng rất thích nơi này.,HOTEL#GENERAL,positive
"Tôi hài lòng khi ở Ngọc Lan Đà Lạt, nhân viên phục vụ nhiệt tình, thân thiện, vệ sinh cũng tương đối sạch sẽ.",SERVICE#GENERAL,positive
"Tôi hài lòng khi ở Ngọc Lan Đà Lạt, nhân viên phục vụ nhiệt tình, thân thiện, vệ sinh cũng tương đối sạch sẽ.",HOTEL#CLEANLINESS,positive
"Khách sạn có vị trí gần trung tâm nên thuận tiện đi lại, giá cả hợp lý, các tiện nghi trong phòng đều đầy đủ.",LOCATION#GENERAL,positive
"Khách sạn có vị trí gần trung tâm nên thuận tiện đi lại, giá cả hợp lý, các tiện nghi trong phòng đều đầy đủ.",HOTEL#PRICES,positive
"Khách sạn có vị trí gần trung tâm nên thuận tiện đi lại, giá cả hợp lý, các tiện nghi trong phòng đều đầy đủ.",ROOM_AMENITIES#GENERAL,positive
"Các bạn rất nhiệt tình, ân cần khi giúp đỡ, hỗ trợ chúng tôi.",SERVICE#GENERAL,positive
Các trang thiết bị đồ đạc trong phòng đầy đủ và tốt.,ROOM_AMENITIES#GENERAL,positive
Các trang thiết bị đồ đạc trong phòng đầy đủ và tốt.,ROOM_AMENITIES#QUALITY,positive
Nếu khách sạn cải thiện được điều này nữa sẽ thật là tốt cho khách hàng khi lưu trú.,HOTEL#GENERAL,neutral
Khách sạn thực sự rất tốt.,HOTEL#GENERAL,positive
"Chất lượng phòng ổn, với các tiện nghi, nội thất đầy đủ.",ROOMS#QUALITY,positive
"Chất lượng phòng ổn, với các tiện nghi, nội thất đầy đủ.",ROOM_AMENITIES#GENERAL,positive
"Nhân viên nhiệt tình, ân cần.",SERVICE#GENERAL,positive
"Khách sạn gần chợ, gần Hồ Xuân Hương và nhiều địa điểm tham quan nổi tiếng khác.",LOCATION#GENERAL,positive
Thức ăn buổi sáng ngon miệng và phong phú.,FOOD&DRINKS#QUALITY,positive
Thức ăn buổi sáng ngon miệng và phong phú.,FOOD&DRINKS#STYLE&OPTIONS,positive
"Dịch vụ phòng khách sạn rất ok, đẹp, chỉnh chu và sạch sẽ.",ROOMS#GENERAL,positive
"Dịch vụ phòng khách sạn rất ok, đẹp, chỉnh chu và sạch sẽ.",ROOMS#DESIGN&FEATURES,positive
"Dịch vụ phòng khách sạn rất ok, đẹp, chỉnh chu và sạch sẽ.",ROOMS#CLEANLINESS,positive
Chỉ có điều khách sạn có đường mặt tiền trước hơi nhỏ trông không được đẹp lắm.,FACILITIES#DESIGN&FEATURES,positive
Từ khách sạn ra hồ Xuân Hương cũng gần.,LOCATION#GENERAL,neutral
Lúc tôi đi là rất cận với dịp lễ 30/4 rất cảm ơn Mytour đã giúp tôi chọn được phòng như ý.,HOTEL#GENERAL,neutral
"Phòng ở đây được thiết kế rất đẹp, sạch sẽ.",ROOMS#DESIGN&FEATURES,positive
"Phòng ở đây được thiết kế rất đẹp, sạch sẽ.",ROOMS#CLEANLINESS,positive
Nhân viên phục vụ hết sức nhiệt tình.,SERVICE#GENERAL,positive
"Đồ ăn sáng cũng khá phong phú, ngon.",FOOD&DRINKS#QUALITY,positive
"Đồ ăn sáng cũng khá phong phú, ngon.",FOOD&DRINKS#STYLE&OPTIONS,positive
Lần sau đến Đà Lạt mình sẽ chọn Khách sạn Ngọc Lan.,HOTEL#GENERAL,neutral
"Phòng khá thoáng mát, vệ sinh luôn sạch sẽ, tiện nghi trong phòng đầy đủ.",ROOMS#COMFORT,positive
"Phòng khá thoáng mát, vệ sinh luôn sạch sẽ, tiện nghi trong phòng đầy đủ.",ROOMS#CLEANLINESS,positive
"Phòng khá thoáng mát, vệ sinh luôn sạch sẽ, tiện nghi trong phòng đầy đủ.",ROOM_AMENITIES#GENERAL,positive
"Thiết kế tinh tế, sang trọng, khuôn viên rộng và đẹp.",HOTEL#DESIGN&FEATURES,positive
"Thiết kế tinh tế, sang trọng, khuôn viên rộng và đẹp.",HOTEL#QUALITY,positive
"Phòng rộng, tiện nghi đầy đủ, sạch sẽ, có hướng nhìn trực tiếp ra hồ Xuân Hương.",ROOM_AMENITIES#GENERAL,positive
"Phòng rộng, tiện nghi đầy đủ, sạch sẽ, có hướng nhìn trực tiếp ra hồ Xuân Hương.",ROOMS#DESIGN&FEATURES,positive
"Phòng rộng, tiện nghi đầy đủ, sạch sẽ, có hướng nhìn trực tiếp ra hồ Xuân Hương.",ROOMS#CLEANLINESS,positive
"Chất lượng tốt, giá hợp lý, Tôi rất hài lòng.",HOTEL#PRICES,positive
"Chất lượng tốt, giá hợp lý, Tôi rất hài lòng.",HOTEL#COMFORT,positive
"Chất lượng tốt, giá hợp lý, Tôi rất hài lòng.",HOTEL#QUALITY,positive
Mọi thứ đều tốt đẹp.,HOTEL#GENERAL,positive
Phòng ốc sạch sẽ thoải mái.,ROOMS#CLEANLINESS,positive
Phòng ốc sạch sẽ thoải mái.,ROOMS#COMFORT,positive
Tôi đánh giá khách sạn ở mức điểm tuyệt đối.,HOTEL#QUALITY,positive
"Tôi có góp ý nhỏ là đèn hành lang ở khách sạn hơi tối, khách sạn nên để đèn sáng ở khu vực này khách sẽ thấy an toàn hơn.",FACILITIES#MISCELLANEOUS,negative
"Vị trí khách sạn tốt, tuy nhiên phòng không đẹp lắm.",LOCATION#GENERAL,positive
"Vị trí khách sạn tốt, tuy nhiên phòng không đẹp lắm.",ROOMS#DESIGN&FEATURES,negative
Tôi đã ở khách sạn này rất nhiều lần và cảm thấy rất hài lòng.,HOTEL#COMFORT,positive
"Vị trí khách sạn cũng rất tốt, rất thuận tiện cho việc đi lại.",LOCATION#GENERAL,positive
Nhìn chung khách sạn tôi hài lòng khi nghỉ ngơi ở đây.,HOTEL#COMFORT,positive
"Đã ở đây 2 lần và lần nào cũng vậy, nhân viên rất lịch sự và thân thiệt, phòng rất đẹp, ấm cúng và view nhìn ra hồ thì cực kỳ tuyệt vời.",ROOMS#GENERAL,positive
"Đã ở đây 2 lần và lần nào cũng vậy, nhân viên rất lịch sự và thân thiệt, phòng rất đẹp, ấm cúng và view nhìn ra hồ thì cực kỳ tuyệt vời.",SERVICE#GENERAL,positive
"Đã ở đây 2 lần và lần nào cũng vậy, nhân viên rất lịch sự và thân thiệt, phòng rất đẹp, ấm cúng và view nhìn ra hồ thì cực kỳ tuyệt vời.",ROOMS#DESIGN&FEATURES,positive
"Tuy nhiên, thời điểm tôi ở, khách sạn lại có buffet tối bắt buộc, điều này tôi không thích lắm.",FOOD&DRINKS#STYLE&OPTIONS,negative
Tôi rất cám ơn Mytour vì đã cung cấp cho tôi giá rất tốt.,HOTEL#GENERAL,neutral
Chúng tôi đã có một kỳ nghỉ tuyệt vời tại Đà lạt.,HOTEL#GENERAL,positive
"Trước mắt tôi chỉ là những dãy nhà san sát nhau, che khuất tầm nhìn.",ROOMS#DESIGN&FEATURES,negative
"Khách sạn nên xem xét lại, city view như vậy đã đúng chuẩn chưa.",HOTEL#GENERAL,neutral
"Khách sạn có vị trí tốt, rất thuận tiện cho việc đi lại và vui chơi.",LOCATION#GENERAL,positive
Nhân viên phục vụ chu đáo tận tình.,SERVICE#GENERAL,positive
"Tuy nhiên, phòng hơi nhỏ và không có được view đẹp.",ROOMS#DESIGN&FEATURES,negative
"Tuy nhiên tiện nghi bên trong hơi xuống cấp, một số vật dụng bị hỏng.",ROOM_AMENITIES#QUALITY,negative
Khách sạn có vị trí khá tốt gần trung tâm thành phố.,LOCATION#GENERAL,positive
Tiện nghi phòng ốc đầy đủ sạch sẽ.,ROOM_AMENITIES#GENERAL,positive
Tiện nghi phòng ốc đầy đủ sạch sẽ.,ROOMS#CLEANLINESS,positive
Nhưng tôi thấy khách sạn không xứng tầm 4  sao.,HOTEL#QUALITY,negative
"Giá cả cũng rất hợp lý, phù hợp cho cặp đôi đi du lịch.",HOTEL#PRICES,positive
